id,left_image_path,right_image_path,left_higher_division_pressure,pair_weight
1a2688398cf0,train/2c127236ab35.png,train/7f3be4668aba.png,0,1.871605
1a36cb774498,train/e93189ace82f.png,train/de0a552d70a6.png,1,1.378573
1a5fd71c3950,train/aa6a66776046.png,train/e55cbc33c860.png,0,3.0
1a726a189488,train/31df3ea2cfc7.png,train/1c15d6795cfd.png,1,1.824334
1a89f922124a,train/a8156bcac10a.png,train/82a1e50e5f14.png,1,1.599006
1aa342508c79,train/ea823e7e40cd.png,train/0cb9e66a19ec.png,1,2.11579
1ad3b3200bed,train/e1db27f50163.png,train/20a9af014d3e.png,1,2.127622
1b4d56bf1654,train/6f999750c2a0.png,train/348cb9308e77.png,1,2.848531
1bc300331689,train/e1b965c8f45a.png,train/05b47a0a64be.png,0,3.0
1d410380af77,train/304647d71a76.png,train/88fd33a4fe12.png,1,1.319983
1e14486327ba,train/472e839eae1e.png,train/6b0791069593.png,0,2.209225
1e5824d519f6,train/1b7cce31a14c.png,train/e1b965c8f45a.png,1,2.3452
1e68189a1517,train/8e93d0921317.png,train/a188cdac2adb.png,0,1.894417
1ea5dfa11358,train/2668ce605ffe.png,train/3900a09302d9.png,1,1.764618
1ea8dcff4a82,train/0edb1e287a76.png,train/b87034e6dffe.png,1,1.364326
1f2ad2570ac1,train/a188cdac2adb.png,train/bc1f126f4e2f.png,1,2.016789
1f6928d59c51,train/c51034b5e035.png,train/926fab703485.png,0,3.0
1f7243767cfd,train/0288002b40b8.png,train/65a89221dbc0.png,0,2.37744
1fbe4b6e289a,train/a6aa43760730.png,train/608a3de541ff.png,0,1.348954
2007f8a66c61,train/57d9f3c5dff2.png,train/f374a24fbcbb.png,1,3.0
201b4c80fec3,train/7ded9f987872.png,train/4ad0fffc0a3d.png,1,1.61369
2062863accbc,train/1df691ca465e.png,train/0db5c79bb10e.png,0,2.298464
20929be966b2,train/d63146502ff0.png,train/5f0b3c6cd888.png,1,3.0
217b064b71ac,train/3597334944c4.png,train/a2f905c1f04a.png,0,2.302373
21e4bbe8b085,train/eee7d0a0693b.png,train/cee6ef105312.png,0,3.0
227ff03163ce,train/8e93d0921317.png,train/7578570b0fbd.png,1,3.0
2306a60e0d5f,train/c19efe12c1d6.png,train/2a6bbefb777e.png,0,2.555094
236a77bba685,train/320478842a08.png,train/bfc093765ade.png,0,1.404476
236f6331a4f7,train/b07e9310aa4f.png,train/5243e0e9d958.png,0,2.181781
2390ab4f20db,train/d7ad8956438c.png,train/65d22a114b99.png,0,1.511966
23e2196e0851,train/39e28cae30c0.png,train/c3f46e67924e.png,0,1.612963
24239f36fc12,train/26ee662272c7.png,train/b5595f85bcf6.png,1,1.96151
2494e7897285,train/cab8136d2e19.png,train/61c665bb5de5.png,1,1.888781
24d265381478,train/9064f827e154.png,train/5587d4f43086.png,0,3.0
25c4e884e5dd,train/4922c3139b81.png,train/4316f491aa61.png,1,2.742655
25dc014489e5,train/7575c3b98ba4.png,train/e0b8a4778b34.png,1,1.945804
260f7e347876,train/c38f6fa475a8.png,train/703b2b403c4d.png,1,2.006049
2613bee360d9,train/9491b44c7dba.png,train/0288002b40b8.png,1,2.547821
26502931b20c,train/dfb2fce1bb60.png,train/b45d2e4142de.png,0,2.764083
2650eefca2b9,train/d54f84d5062f.png,train/b6165ea5de29.png,1,2.261946
26dbaaf92b42,train/0c51a96fb829.png,train/2542a2c17fe7.png,1,2.68448
26f5198905de,train/31df3ea2cfc7.png,train/9cb387e0a654.png,1,2.435025
27589adb7ec0,train/be21b786e922.png,train/c510069c3587.png,1,3.0
27f2599a7f68,train/40d1173d6883.png,train/d54f84d5062f.png,1,2.932023
28027c4b3781,train/c21645961dcd.png,train/b0f4c9e2ee13.png,0,2.009317
281879928d0e,train/138b1bc0821f.png,train/041d4a0ede20.png,0,1.484168
28a8c8631abc,train/2a6bbefb777e.png,train/7a48f3f479d7.png,1,2.866121
28ef3aae1272,train/20b532d1665d.png,train/348cb9308e77.png,1,3.0
2972d64b510d,train/d5148f7a675b.png,train/fead4782d1d8.png,1,2.746277
29792e3ad009,train/40d1173d6883.png,train/5f614aa34943.png,1,1.922511
29ad12b20f06,train/5e63de81560b.png,train/eb9a2d58de78.png,1,2.211036
29c7ba234cc1,train/76e1c7c19992.png,train/4d5edce4369d.png,0,2.041898
29df011fdbd0,train/5a66d2046038.png,train/dc91713f9d30.png,0,2.416521
2a189841b3ec,train/d54f84d5062f.png,train/3738504d9141.png,0,1.45236
2a28748284dd,train/fc5f4a7b6bdd.png,train/265dded1f1af.png,1,1.963215
2a51c4b0bd32,train/eda558d6b93d.png,train/52ab95bc780c.png,0,1.910015
2a8c3a1dcc3b,train/a0adade5a2b5.png,train/e93189ace82f.png,0,2.980852
2a8d15861e66,train/73de5a66902b.png,train/57b1d7431851.png,0,3.0
2b4d4e78bb35,train/411fc7a30835.png,train/632746f7ce88.png,0,1.385681
2b6f793156cc,train/c8a147fc7b04.png,train/f35b983c9bac.png,1,3.0
2b871e4ed7ea,train/cc7033c71826.png,train/9b2efaa0b9a2.png,1,2.965945
2bb719d47d42,train/98855d424582.png,train/2b516f2e72bf.png,0,1.801794
2bea2ff40b76,train/24720425a49f.png,train/98d9b416b151.png,0,2.160005
2c277e8826df,train/69abc0ad90da.png,train/2c127236ab35.png,1,1.651552
2c2e9cd5a0bb,train/82a1e50e5f14.png,train/5a66d2046038.png,1,2.218343
2c76765ee023,train/f6300fa46400.png,train/18121bdcf50c.png,1,3.0
2cc9a8d074fa,train/1fc3a55a3a5a.png,train/2e79e05bb1af.png,0,2.904483
2ce1f374b31b,train/495b13bdb7e2.png,train/12c55ae01f30.png,1,2.156253
2d15979b3d0c,train/3dbf84dfc49b.png,train/b65a85c38909.png,1,1.589253
2e423a755cec,train/65661ea5f3dc.png,train/18b717158521.png,0,3.0
2e4daf38e0ca,train/1847002a9c97.png,train/1fc3a55a3a5a.png,1,2.132488
2f0033ab07d2,train/a5815abc6b11.png,train/304647d71a76.png,1,2.812181
2f5e4054c429,train/68c6cc6b0b62.png,train/5424b0201969.png,1,3.0
2f70d1763eca,train/23c6309aa870.png,train/7782f907bad6.png,0,1.42204
2fb1c692cfba,train/b78b53c91b1e.png,train/16b1cff634cf.png,0,1.547838
3019174ff271,train/d8cb3578b341.png,train/16b1cff634cf.png,0,2.198985
302530118e09,train/68c6cc6b0b62.png,train/f732283f079a.png,1,3.0
3029fad73220,train/ba77507fbe6d.png,train/20f7c370c666.png,1,2.793383
3059f8491768,train/f0a01809c765.png,train/6186f6d20df8.png,0,2.881092
309a2d8ff0a6,train/d1168e94cc39.png,train/a5815abc6b11.png,0,1.942373
30aedd97ee75,train/6cd41f6f1b60.png,train/391dbaec166e.png,0,1.642409
317130ac92c3,train/ad885d94c99d.png,train/c51034b5e035.png,1,2.121477
327084fec02a,train/5a87709d02c5.png,train/d54f84d5062f.png,1,3.0
3275df73a0f1,train/b74b979d0bd4.png,train/9acacc30545e.png,0,2.485114
3276f11fdbc8,train/d4717c851d68.png,train/5b86189ce517.png,1,2.146492
328d5cc8a3b2,train/b6165ea5de29.png,train/ad885d94c99d.png,0,3.0
32ffe588b3d0,train/da05b8d60f95.png,train/cab8136d2e19.png,0,1.807227
331cba067fcf,train/58f26ae301e2.png,train/2904cddbe72c.png,1,2.018983
33491ad27624,train/e407b1365599.png,train/46be031dcf82.png,1,1.840076
3378a2c26eeb,train/d32fba536fb1.png,train/b7a2959f868b.png,0,1.738473
337d98dfcc8c,train/a2f905c1f04a.png,train/11790b7a2e2d.png,1,2.801042
33fa37fbed8c,train/4d5edce4369d.png,train/6f999750c2a0.png,0,2.083434
34049d952a6c,train/bb26774cc0b0.png,train/83c20f7f825d.png,1,2.160842
34282a9357a8,train/09363d45fc41.png,train/b3085790759e.png,0,2.392502
342bca8c60cf,train/8f36dc0339ba.png,train/4eaea36ca08d.png,0,2.181961
3496d7304d13,train/e036d1b854f7.png,train/f16262b16581.png,0,2.335176
349cf8d688d4,train/106d7bfbaa89.png,train/3738504d9141.png,0,1.459291
34ae6ad1a823,train/411fc7a30835.png,train/c19efe12c1d6.png,0,2.271528
34f2871c6ef4,train/57b1d7431851.png,train/1078e85cccbf.png,1,2.979706
351234e3d4de,train/a35fc11eadb3.png,train/be21b786e922.png,0,3.0
3521172a4aec,train/443b38d52318.png,train/53274160bd4b.png,0,1.618895
35378e47b6d9,train/bc651b69ac14.png,train/73f51f1ddc7b.png,0,2.319209
354a9c4e5af8,train/3ddb922cb714.png,train/4d865f8928e5.png,1,2.731458
3663da84fe03,train/1df691ca465e.png,train/106d7bfbaa89.png,0,1.906106
36e9f653e4fb,train/f374a24fbcbb.png,train/a7a2be4cf114.png,1,2.165208
3791cb18a3dd,train/52c545c3c82f.png,train/df6eb18a5a49.png,1,1.662049
37971e1070f2,train/33d4754b1bfc.png,train/8acf86069555.png,0,2.78181
383354d89875,train/c54506eaee14.png,train/65a89221dbc0.png,1,2.738876
38482416078b,train/a188cdac2adb.png,train/b07e9310aa4f.png,1,3.0
396bc231a5fa,train/7b38676dcb50.png,train/5ae368661421.png,0,1.691602
3a0eb62b90fd,train/2a6bbefb777e.png,train/6c59e47d7966.png,1,3.0
3a394ecab33a,train/26ee662272c7.png,train/848ee6e05dc3.png,0,1.701773
3a68328c2e33,train/79304f30639a.png,train/2b516f2e72bf.png,1,2.315838
3acbb5907308,train/11790b7a2e2d.png,train/b4ae30bae7cf.png,0,1.807236
3afd6a8b0afd,train/eee7d0a0693b.png,train/24f52e263782.png,0,2.482005
3b5c81540e19,train/efee392e4e3e.png,train/b4c159a6b638.png,1,2.484418
3bbc72c7b702,train/6c59e47d7966.png,train/ad885d94c99d.png,0,1.731515
3bcf7d5daef6,train/9c61510b50fc.png,train/b3ec0f086288.png,1,3.0
3bd3ccfe3320,train/79304f30639a.png,train/31efbc34dffa.png,1,2.648829
3bdc4734c27b,train/5e215bf40e06.png,train/a434b8240fcb.png,0,3.0
3c25bbc27da8,train/041d4a0ede20.png,train/ded746851d27.png,1,2.10991
3c630c6fd5f5,train/73b07bac9028.png,train/c533d635778b.png,1,1.587
3c9eeda812ee,train/fecd211e738e.png,train/98e379ccb0c8.png,0,3.0
3d6fac9a55b2,train/c46c7160793a.png,train/4922c3139b81.png,0,1.493969
3d78023cefe6,train/52c545c3c82f.png,train/258cc348624e.png,1,2.276759
3de92d526279,train/632746f7ce88.png,train/bd7b96224842.png,1,1.6424
3ece0fb53fec,train/18b717158521.png,train/ef64380ba8d7.png,1,1.632407
3ede808b91e7,train/4beb8bf87cd2.png,train/bb6efe62f4e0.png,1,2.101229
3ef777c18e45,train/8935cc996c61.png,train/cc72859d3060.png,0,1.332512
3fbc692afc9b,train/65d22a114b99.png,train/53940e3f5287.png,0,3.0
409706181ee4,train/1b194177f418.png,train/d981528d6d9c.png,0,1.566174
40b99dc28c56,train/e30cab0ff7d6.png,train/b74b979d0bd4.png,1,3.0
4210cbf54c5c,train/347f6bc8e8d1.png,train/1df691ca465e.png,1,2.179971
4282eff3fc82,train/3cf1ea0066c2.png,train/a6aa43760730.png,1,3.0
42d232663de8,train/98e379ccb0c8.png,train/c54506eaee14.png,0,2.405886
42fbbb586f54,train/08e5435eb3be.png,train/a434b8240fcb.png,0,1.702057
438f13418ba3,train/e6ebeb832405.png,train/8f36dc0339ba.png,1,3.0
43aa6ff349a3,train/8c7688352be8.png,train/5587d4f43086.png,0,2.954739
43de0b9008dc,train/2052635950de.png,train/1d745fc829e1.png,0,1.560802
43e67d90c784,train/348cb9308e77.png,train/aa358b257503.png,0,2.034926
444c1df78f02,train/1df691ca465e.png,train/7e797952187d.png,0,3.0
447dba321077,train/c38f6fa475a8.png,train/4d865f8928e5.png,1,2.023623
44837f778d49,train/8096ad16c66f.png,train/f629755fd50a.png,1,1.47549
448c6a36fd86,train/848ee6e05dc3.png,train/8318438f20b6.png,1,2.569054
44971015d4da,train/7575c3b98ba4.png,train/e55cbc33c860.png,0,3.0
4501719f0bdb,train/9f5d6b33dabd.png,train/1b55d672baf4.png,0,3.0
459ef3df95ef,train/efee392e4e3e.png,train/ac619fdb5c8c.png,1,1.542844
45d74cd84b6e,train/b7a2959f868b.png,train/12aa00ec78ab.png,1,2.376893
46f7b6645372,train/059a66bf9459.png,train/3597334944c4.png,1,1.794753
46ffddedffbc,train/d63146502ff0.png,train/0cb9e66a19ec.png,1,2.148829
479b8d14ee62,train/d63146502ff0.png,train/0b5d58141b4a.png,1,2.999954
484955379054,train/2a6bbefb777e.png,train/958081a03dba.png,1,3.0
487f6c4c5156,train/acff629b73dc.png,train/472e839eae1e.png,1,2.349992
48d86a799f01,train/efee392e4e3e.png,train/eee7d0a0693b.png,1,2.071094
4924016ac02d,train/848ee6e05dc3.png,train/81838edbec0e.png,1,1.511207
49267e984c9a,train/7e8da11ec0a4.png,train/632746f7ce88.png,0,2.284043
4926c831b6c5,train/5c4f193b437d.png,train/57b1d7431851.png,0,2.745113
496e9fe408f6,train/632746f7ce88.png,train/5ae368661421.png,0,1.555296
49b78a77193b,train/e6714cc0d767.png,train/cc7033c71826.png,0,3.0
49c4697923c1,train/3f78e67b4821.png,train/17c1db08f44a.png,0,3.0
49f7ff006fa4,train/95ce558fab48.png,train/e89e9fba7933.png,1,3.0
4aabdb5fb841,train/abb5fc143a31.png,train/7080842827a0.png,0,2.270542
4adc0a72527f,train/cce5d39aabac.png,train/d7ad8956438c.png,0,1.764342
4b4f37a28588,train/5368246a3c0c.png,train/ba77507fbe6d.png,0,1.741857
4b8b02a38f7e,train/808910272136.png,train/99b0e1fe49e4.png,1,2.129387
4bd88e0516a4,train/5e63de81560b.png,train/cc9424caea2f.png,0,1.30055
4c5bd352f485,train/972da3f60fe5.png,train/ea823e7e40cd.png,1,1.608333
4c7073760c47,train/250406e090ed.png,train/26034945cf1a.png,0,2.849734
4c972fbe3f43,train/0c51a96fb829.png,train/e30cab0ff7d6.png,0,2.06722
4cc9c82d0cdc,train/2a6bbefb777e.png,train/d4d9ce7d0fc1.png,1,3.0
4cd31452a794,train/ec4006d1ec5d.png,train/b78b53c91b1e.png,0,2.629019
4ce3ed0f26ae,train/7080842827a0.png,train/8acf86069555.png,0,1.816521
4d2e2f99635e,train/5587d4f43086.png,train/efee392e4e3e.png,1,2.677651
4d94644c810c,train/a9a023569dcd.png,train/a4d194b1ebdd.png,0,2.016195
4dbab75c1322,train/5e215bf40e06.png,train/2639a62a89df.png,0,1.480023
4ddf63a5bd82,train/129840bf3ea1.png,train/9c4d08425401.png,1,1.934967
4e141fbea356,train/b7a2959f868b.png,train/e3ce87386265.png,1,1.67018
4e2559eaf965,train/d63146502ff0.png,train/443b38d52318.png,1,1.372113
4ed0422a4f48,train/3900a09302d9.png,train/4284a0d98ae3.png,1,1.567454
4f179217a589,train/7e797952187d.png,train/c51034b5e035.png,1,3.0
4f456fe1ce6c,train/8096ad16c66f.png,train/00fd4d23a2fc.png,0,1.548931
4f5a467fe751,train/9064f827e154.png,train/c50d0f6b5def.png,0,2.21055
4f657787ec43,train/e6714cc0d767.png,train/a434b8240fcb.png,0,3.0
4f6a1f2a72d5,train/cb3933aef956.png,train/23c6309aa870.png,0,2.869855
4f762a0af102,train/c533d635778b.png,train/82a1e50e5f14.png,0,1.493579
4f97180ccf29,train/f2ac7fec06d2.png,train/5e63de81560b.png,0,1.912168
4fbe43493505,train/c02c6b365534.png,train/4d5edce4369d.png,1,1.54733
4fc5ee0bb98b,train/d6f5801c08d9.png,train/76278c24d002.png,1,3.0
505dd06c258d,train/ccfa986aad95.png,train/e93189ace82f.png,0,1.399528
50b8ac21e26c,train/e64ab0cebecb.png,train/19894eda21d2.png,0,2.624183
5102b3969674,train/b3085790759e.png,train/d9bb5d98a384.png,1,1.730121
510dd849761c,train/88fd33a4fe12.png,train/c5fbbe408e4f.png,1,1.929371
51107d36546a,train/68c6cc6b0b62.png,train/b07e9310aa4f.png,1,2.880057
513e0ba4a024,train/e407b1365599.png,train/abb5fc143a31.png,1,1.66722
515373f0d5a9,train/fa52e81d5e8f.png,train/9acacc30545e.png,1,1.693115
51e1d984ee3b,train/5ad7dc8da0b7.png,train/dc91713f9d30.png,1,1.58819
528b41efcbc7,train/fc5f4a7b6bdd.png,train/c46c7160793a.png,0,2.278959
52cacc304972,train/6000ea83e9f3.png,train/ab7bd8339143.png,0,1.91464
52ce171d3010,train/7394d42332ac.png,train/8096ad16c66f.png,0,1.55075
5344cff7111b,train/65661ea5f3dc.png,train/c02c6b365534.png,0,2.975156
53586a00dbe0,train/98855d424582.png,train/5a87709d02c5.png,0,3.0
539267df876f,train/eb9a2d58de78.png,train/a188cdac2adb.png,0,3.0
53bb9c22131d,train/f36685df6162.png,train/18263e982add.png,0,3.0
53cfb98f65c5,train/4922c3139b81.png,train/58f26ae301e2.png,1,1.628892
53d8ad3a8653,train/b65a85c38909.png,train/655980fa13df.png,1,1.684884
53e5e1ddf911,train/d4717c851d68.png,train/0b5d58141b4a.png,1,3.0
546055001c90,train/6d37b8c81f2e.png,train/cce82c26ff81.png,1,3.0
546142748a4f,train/d63146502ff0.png,train/10dce3bd88df.png,1,3.0
54acac4b4cd1,train/d330f9c071bb.png,train/2052635950de.png,0,1.563098
54c88dedce7d,train/8802162ab6d6.png,train/ef64380ba8d7.png,1,2.328208
554a87d2af51,train/18b717158521.png,train/304647d71a76.png,1,1.358625
55c8b80079c4,train/e6ebeb832405.png,train/fead4782d1d8.png,1,2.867845
5641dd3c1fec,train/cce82c26ff81.png,train/58f26ae301e2.png,0,1.443531
578468470b5e,train/d32fba536fb1.png,train/501d558a4a2d.png,0,1.65589
5799bf149a16,train/f6300fa46400.png,train/d6f5801c08d9.png,1,1.842743
57acae663e85,train/c5fbbe408e4f.png,train/d54f84d5062f.png,0,1.681573
57c20c4141f4,train/683d2871d237.png,train/9a9f9b2d1c6e.png,0,2.173598
57d3c0355a88,train/c51034b5e035.png,train/478b0f341666.png,0,1.484451
58223bd271a3,train/5b9ec7a049be.png,train/b74b979d0bd4.png,1,1.673305
598400fb13f5,train/fc5f4a7b6bdd.png,train/da05b8d60f95.png,0,1.458479
59a72f0ce800,train/6c59e47d7966.png,train/d63146502ff0.png,0,2.337886
59d6b90cec6f,train/dcf598f767f2.png,train/e89e9fba7933.png,1,1.347012
5a54a411a2a8,train/520271d7b607.png,train/05b47a0a64be.png,0,3.0
5b780666fe73,train/5e63de81560b.png,train/1fe19bf2843c.png,1,1.796141
5c1ddd781aae,train/0948ccf07aad.png,train/273934df52a9.png,0,1.490998
5c307227abe9,train/2314adcbe8f8.png,train/1c15d6795cfd.png,0,2.903871
5c35e4f22946,train/bd7b96224842.png,train/c170e7b214df.png,1,1.528341
5c54328ee5bf,train/472e839eae1e.png,train/0b5d58141b4a.png,0,1.479102
5c671102f178,train/16aded602696.png,train/e68ac09b909c.png,1,2.08062
5c724d505001,train/c46c7160793a.png,train/0ec07e4b20d7.png,1,1.779149
5c8c3ce46147,train/8802162ab6d6.png,train/129840bf3ea1.png,1,2.331794
5d046ba26095,train/e68ac09b909c.png,train/9cb387e0a654.png,0,2.454166
5d4f6c4936d5,train/abb5fc143a31.png,train/2542a2c17fe7.png,1,1.711101
